Naam_2;?ID;RegioS;Perioden;Bevolkingsdichtheid_57;GemiddeldeHuishoudensgrootte_89;Woningdichtheid_93;Koopwoningen_94;Huurwoningen_95;EigendomOnbekend_96;Woningen_97;NietWoningen_98;GemiddeldeWoningwaarde_99;TotaalAantalBanen_112;ParticuliereHuishoudensExclStudenten_122;TypeEenpersoonshuishouden_123;TypeEenoudergezin_124;TypePaarZonderKind_125;TypePaarMetKindEren_126;BronInkomenAlsWerknemer_127;BronInkomenAlsZelfstandige_128;BronOverdrachtsinkomen_129;WoningbezitEigenWoning_130;WoningbezitHuurwoning_131
Beverwijk;3685;GM0375;2012JJ00;2172;2.17;999;53.2;46.4;0.4;3636;1099;196;19.7;35.2;21.8;28.3;38.6;50.9;39.7;49.6;25.7;44.4;24.2
Beverwijk;3686;GM0375;2013JJ00;2188;2.16;1009;53.2;46.6;0.2;3540;1076;191;19.5;35.4;21.9;29.1;38.9;51.5;40.5;49.2;25.5;45.0;24.1
Beverwijk;3687;GM0375;2014JJ00;2189;2.17;1023;52.3;47.5;0.2;3306;1048;179;19.1;37.3;22.8;30.0;41.0;54.4;41.9;55.8;27.2;47.6;24.8
Beverwijk;3688;GM0375;2015JJ00;2194;2.16;1024;52.4;47.3;0.3;3277;1028;176;19.6;37.0;22.8;30.9;40.6;54.2;42.7;51.1;26.1;47.1;25.0
Beverwijk;3689;GM0375;2016JJ00;2202;2.14;1029;52.6;47.0;0.4;3326;1028;176;18.4;38.2;23.4;31.6;41.8;57.5;44.0;53.3;26.8;48.9;25.6
Beverwijk;3690;GM0375;2017JJ00;2223;2.14;1043;52.7;46.9;0.4;3462;993;183;17.3;39.5;24.0;34.0;43.1;59.4;45.1;55.9;28.1;50.8;26.1
Beverwijk;3691;GM0375;2018JJ00;2232;2.15;1043;53.4;46.3;0.3;3696;999;194;17.9;40.9;24.6;34.8;44.4;61.9;46.5;60.8;28.5;52.6;26.9
Beverwijk;3692;GM0375;2019JJ00;2238;2.15;1048;54.6;45.3;0.1;4153;1001;214;17.9;43.2;25.5;37.2;47.0;65.5;48.6;65.1;29.8;55.3;28.2
Beverwijk;3693;GM0375;2020JJ00;2262;2.16;1054;55.0;44.9;0.1;4660;1025;239;17.0;44.5;26.9;.;48.1;66.9;51.0;.;30.7;56.6;29.5
Beverwijk;3694;GM0375;2021JJ00;2275;2.15;1060;54.9;45.1;0.1;;;259;;;;;;;;;;;
Beverwijk;3695;GM0375;2022JJ00;2293;2.14;1070;;;;;;287;;;;;;;;;;;
De Bilt;3724;GM0310;1995JJ00;1219;2.19;525;.;.;.;.;.;.;;;;;;;;;;;
De Bilt;3725;GM0310;1996JJ00;1209;2.21;525;.;.;.;.;.;.;;;;;;;;;;;
De Bilt;3726;GM0310;1997JJ00;1204;2.22;528;.;.;.;1761;360;125;;;;;;;;;;;
De Bilt;3727;GM0310;1998JJ00;1214;2.21;533;.;.;.;1763;404;125;;;;;;;;;;;
De Bilt;3728;GM0310;1999JJ00;1218;2.20;536;.;.;.;1786;407;126;;;;;;;;;;;
De Bilt;3729;GM0310;2000JJ00;1213;2.19;540;.;.;.;1797;407;126;;;;;;;;;;;
De Bilt;3730;GM0310;2001JJ00;631;2.28;273;.;.;.;3917;657;218;;;;;;;;;;;
De Bilt;3731;GM0310;2002JJ00;635;2.26;274;.;.;.;3924;669;218;;;;;;;;;;;
De Bilt;3732;GM0310;2003JJ00;638;2.25;275;.;.;.;3928;636;219;;;;;;;;;;;
De Bilt;3733;GM0310;2004JJ00;636;2.25;275;.;.;.;3956;684;219;;;;;;;;;;;
De Bilt;3734;GM0310;2005JJ00;636;2.25;275;.;.;.;5883;818;324;;;;;;;;;;;
De Bilt;3735;GM0310;2006JJ00;634;2.24;275;60.7;34.5;4.9;5923;824;326;;;;;;;;;;;
De Bilt;3736;GM0310;2007JJ00;634;2.24;275;60.8;34.1;5.1;6264;863;344;;;;;;;;;;;
De Bilt;3737;GM0310;2008JJ00;633;2.23;275;61.7;34.1;4.2;6810;927;374;16.3;;;;;;;;;;
De Bilt;3738;GM0310;2009JJ00;633;2.23;275;61.0;35.9;3.1;7161;952;392;15.9;;;;;;;;;;
De Bilt;3739;GM0310;2010JJ00;634;2.20;276;60.0;37.8;2.2;7217;1024;393;15.6;;;;;;;;;;
De Bilt;3740;GM0310;2011JJ00;634;2.20;276;59.4;37.5;3.0;7049;1019;384;16.7;47.7;26.2;36.7;52.5;72.8;52.5;75.1;35.9;60.8;26.4
De Bilt;3741;GM0310;2012JJ00;635;2.21;291;59.3;37.9;2.8;6975;976;378;16.0;47.6;26.9;38.1;52.2;71.2;53.0;76.2;35.0;60.3;26.7
De Bilt;3742;GM0310;2013JJ00;634;2.20;292;59.3;38.9;1.9;6664;955;361;15.2;47.4;26.1;34.8;53.1;71.9;54.1;71.0;34.7;60.4;26.0
De Bilt;3743;GM0310;2014JJ00;634;2.21;290;58.6;39.6;1.8;6216;887;337;15.1;52.1;28.0;35.2;57.7;80.1;55.2;92.1;38.8;66.7;27.7
De Bilt;3744;GM0310;2015JJ00;636;2.19;290;58.4;40.0;1.6;6030;831;325;16.7;50.0;27.3;36.9;55.0;77.4;57.2;73.4;36.7;63.9;27.2
De Bilt;3745;GM0310;2016JJ00;641;2.19;291;58.5;39.9;1.6;6117;786;327;16.4;51.6;27.5;37.7;55.3;82.3;58.7;75.8;38.0;66.2;27.6
De Bilt;3746;GM0310;2017JJ00;647;2.19;293;58.6;39.8;1.6;6435;766;340;17.0;53.0;28.2;39.6;58.1;83.5;59.7;78.5;39.4;68.2;27.9
De Bilt;3747;GM0310;2018JJ00;648;2.19;294;59.3;39.9;0.7;6787;770;359;17.5;54.2;28.0;40.9;59.3;86.5;61.7;84.8;37.7;69.8;28.2
De Bilt;3748;GM0310;2019JJ00;648;2.20;296;60.6;39.1;0.3;7475;772;393;17.9;60.2;29.4;44.0;65.9;98.4;63.5;103.2;44.4;78.5;29.7
De Bilt;3749;GM0310;2020JJ00;652;2.20;296;60.4;39.0;0.6;8028;760;422;18.0;61.1;30.6;.;65.8;99.2;66.6;.;43.7;79.1;31.3
De Bilt;3750;GM0310;2021JJ00;656;2.21;299;60.4;39.4;0.2;;;446;;;;;;;;;;;
De Bilt;3751;GM0310;2022JJ00;657;2.21;299;;;;;;474;;;;;;;;;;;
Bladel;3780;GM1728;1995JJ00;;;;;;;;;;;;;;;;;;;;
Bladel;3781;GM1728;1996JJ00;;;;;;;;;;;;;;;;;;;;
Bladel;3782;GM1728;1997JJ00;250;2.74;89;.;.;.;670;275;103;;;;;;;;;;;
Bladel;3783;GM1728;1998JJ00;251;2.71;90;.;.;.;682;281;102;;;;;;;;;;;
Bladel;3784;GM1728;1999JJ00;251;2.70;91;.;.;.;687;293;102;;;;;;;;;;;
Bladel;3785;GM1728;2000JJ00;252;2.69;91;.;.;.;688;302;103;;;;;;;;;;;
Bladel;3786;GM1728;2001JJ00;252;2.67;92;.;.;.;1229;391;179;;;;;;;;;;;
Bladel;3787;GM1728;2002JJ00;252;2.66;92;.;.;.;1244;391;180;;;;;;;;;;;
Bladel;3788;GM1728;2003JJ00;253;2.64;93;.;.;.;1259;397;180;;;;;;;;;;;
Bladel;3789;GM1728;2004JJ00;254;2.64;93;.;.;.;1273;402;180;;;;;;;;;;;
Bladel;3790;GM1728;2005JJ00;254;2.63;94;.;.;.;1914;526;266;;;;;;;;;;;
Bladel;3791;GM1728;2006JJ00;254;2.60;95;77.8;19.8;2.3;1908;571;267;;;;;;;;;;;
Bladel;3792;GM1728;2007JJ00;253;2.56;98;75.8;21.1;3.1;2080;600;282;;;;;;;;;;;
Bladel;3793;GM1728;2008JJ00;253;2.54;98;75.8;21.3;2.9;2275;632;307;11.0;;;;;;;;;;
Bladel;3794;GM1728;2009JJ00;254;2.52;100;74.8;24.5;0.7;2384;661;315;10.8;;;;;;;;;;
Bladel;3795;GM1728;2010JJ00;254;2.49;102;73.1;26.1;0.8;2414;670;318;12.2;;;;;;;;;;
Bladel;3796;GM1728;2011JJ00;257;2.47;104;71.3;28.1;0.6;2356;659;300;12.2;40.9;22.5;36.7;40.2;54.8;44.3;59.3;30.0;45.3;24.8
Bladel;3797;GM1728;2012JJ00;260;2.44;107;75.7;23.9;0.4;2323;650;291;11.3;41.3;22.8;34.8;41.5;55.3;44.4;61.9;30.3;46.2;24.5
Bladel;3798;GM1728;2013JJ00;261;2.43;107;75.5;24.2;0.3;2263;625;282;11.2;42.3;25.9;34.9;41.6;55.9;46.6;54.0;32.5;47.5;24.5
Bladel;3799;GM1728;2014JJ00;263;2.40;110;74.0;25.0;1.0;2192;628;272;11.4;43.6;25.9;34.6;43.4;59.0;46.6;62.3;33.7;49.5;24.4
Bladel;3800;GM1728;2015JJ00;264;2.38;111;74.1;25.0;0.9;2141;628;263;11.5;42.6;23.4;35.2;42.8;59.4;48.0;57.7;30.6;48.3;24.6
Bladel;3801;GM1728;2016JJ00;265;2.37;112;74.6;24.5;0.9;2174;636;259;11.6;44.1;24.2;35.3;44.1;62.8;50.0;61.2;30.7;50.1;25.5
Bladel;3802;GM1728;2017JJ00;266;2.35;113;74.3;24.7;1.0;2267;584;268;12.3;46.2;24.8;37.2;46.4;66.3;50.9;67.7;33.3;52.5;26.9
Bladel;3803;GM1728;2018JJ00;267;2.34;114;75.2;23.9;0.9;2359;604;278;12.2;47.1;25.7;39.4;46.0;68.8;51.9;71.3;32.5;53.4;27.0
Bladel;3804;GM1728;2019JJ00;268;2.34;114;75.1;24.8;0.1;2495;635;293;12.0;51.4;28.1;39.1;50.5;75.9;54.1;91.2;35.0;58.9;27.8
Bladel;3805;GM1728;2020JJ00;271;2.33;116;74.7;24.8;0.4;2668;660;311;12.0;52.3;28.4;.;52.0;77.0;56.1;.;35.1;60.1;.
Bladel;3806;GM1728;2021JJ00;273;2.33;117;74.4;25.3;0.2;;;332;;;;;;;;;;;
Bladel;3807;GM1728;2022JJ00;275;2.31;119;;;;;;368;;;;;;;;;;;
Blaricum;3836;GM0376;1995JJ00;905;2.55;345;.;.;.;.;.;.;;;;;;;;;;;
Blaricum;3837;GM0376;1996JJ00;903;2.53;346;.;.;.;.;.;.;;;;;;;;;;;
Blaricum;3838;GM0376;1997JJ00;892;2.51;346;.;.;.;690;114;181;;;;;;;;;;;
Blaricum;3839;GM0376;1998JJ00;880;2.49;346;.;.;.;695;114;182;;;;;;;;;;;
Blaricum;3840;GM0376;1999JJ00;865;2.46;346;.;.;.;701;113;183;;;;;;;;;;;
Blaricum;3841;GM0376;2000JJ00;857;2.44;348;.;.;.;705;115;184;;;;;;;;;;;
Blaricum;3842;GM0376;2001JJ00;843;2.42;348;.;.;.;1383;105;359;;;;;;;;;;;
Blaricum;3843;GM0376;2002JJ00;840;2.39;350;.;.;.;1395;112;359;;;;;;;;;;;
Blaricum;3844;GM0376;2003JJ00;837;2.40;350;.;.;.;1396;113;359;;;;;;;;;;;
Blaricum;3845;GM0376;2004JJ00;832;2.37;355;.;.;.;1410;114;363;;;;;;;;;;;
Blaricum;3846;GM0376;2005JJ00;825;2.35;355;.;.;.;2015;135;515;;;;;;;;;;;
Blaricum;3847;GM0376;2006JJ00;819;2.33;355;63.2;34.8;2.0;2028;138;518;;;;;;;;;;;
Blaricum;3848;GM0376;2007JJ00;819;2.31;357;63.3;34.9;1.7;2111;130;535;;;;;;;;;;;
Blaricum;3849;GM0376;2008JJ00;812;2.29;357;63.5;34.4;2.1;2330;131;590;1.9;;;;;;;;;;
Blaricum;3850;GM0376;2009JJ00;808;2.28;357;64.0;35.8;0.3;2521;139;636;1.5;;;;;;;;;;
Blaricum;3851;GM0376;2010JJ00;805;2.26;360;62.7;37.0;0.3;2538;141;633;2.9;;;;;;;;;;
Blaricum;3852;GM0376;2011JJ00;806;2.26;367;61.0;38.7;0.2;2502;303;619;2.8;66.3;34.5;44.4;63.1;110.6;65.6;127.3;46.1;83.2;29.3
Blaricum;3853;GM0376;2012JJ00;813;2.25;350;68.3;31.3;0.4;2476;163;589;2.8;64.9;36.1;51.4;60.5;106.8;63.0;113.5;50.3;81.5;28.8
Blaricum;3854;GM0376;2013JJ00;817;2.22;366;66.7;32.5;0.9;2368;157;557;2.8;63.1;32.9;46.9;64.1;101.6;64.1;95.2;52.3;77.1;32.5
Blaricum;3855;GM0376;2014JJ00;815;2.20;372;66.3;33.3;0.4;2286;148;529;2.8;72.7;38.3;53.3;75.8;114.5;66.0;137.5;57.3;92.5;30.3
Blaricum;3856;GM0376;2015JJ00;835;2.20;383;66.1;33.5;0.4;2267;140;512;2.9;79.3;41.6;.;81.6;114.2;72.1;139.7;66.1;100.8;33.2
Blaricum;3857;GM0376;2016JJ00;863;2.23;391;66.9;32.7;0.3;2386;141;504;2.9;73.8;35.1;.;70.9;119.4;73.6;125.6;56.9;92.8;31.3
Blaricum;3858;GM0376;2017JJ00;915;2.24;416;65.9;33.7;0.3;2524;122;527;2.9;78.2;35.3;83.6;76.1;128.4;72.8;126.3;67.5;98.9;32.3
Blaricum;3859;GM0376;2018JJ00;971;2.26;438;68.2;31.5;0.3;2775;128;575;3.2;95.8;35.8;58.9;107.3;155.5;76.7;134.0;98.9;114.5;.
Blaricum;3860;GM0376;2019JJ00;1008;2.30;445;69.0;30.6;0.4;3033;118;590;3.1;109.5;53.8;.;95.6;181.8;81.6;240.9;86.6;141.1;35.6
Blaricum;3861;GM0376;2020JJ00;1038;2.32;457;69.2;29.9;0.9;3286;121;631;3.1;93.2;.;.;.;.;.;.;.;117.1;.
Blaricum;3862;GM0376;2021JJ00;1076;2.35;466;69.8;29.5;0.6;;;687;;;;;;;;;;;
Blaricum;3863;GM0376;2022JJ00;1116;2.37;481;;;;;;734;;;;;;;;;;;
Bloemendaal;3892;GM0377;1995JJ00;441;2.29;172;.;.;.;.;.;.;;;;;;;;;;;
Bloemendaal;3893;GM0377;1996JJ00;441;2.34;172;.;.;.;.;.;.;;;;;;;;;;;
Bloemendaal;3894;GM0377;1997JJ00;444;2.32;174;.;.;.;1342;231;205;;;;;;;;;;;
Bloemendaal;3895;GM0377;1998JJ00;437;2.31;175;.;.;.;1354;230;204;;;;;;;;;;;
Bloemendaal;3896;GM0377;1999JJ00;442;2.30;177;.;.;.;1379;231;207;;;;;;;;;;;
Bloemendaal;3897;GM0377;2000JJ00;440;2.32;178;.;.;.;1387;231;208;;;;;;;;;;;
Bloemendaal;3898;GM0377;2001JJ00;443;2.34;178;.;.;.;2439;240;363;;;;;;;;;;;
Bloemendaal;3899;GM0377;2002JJ00;450;2.33;179;.;.;.;2455;238;363;;;;;;;;;;;
Bloemendaal;3900;GM0377;2003JJ00;449;2.32;180;.;.;.;2461;244;362;;;;;;;;;;;
Bloemendaal;3901;GM0377;2004JJ00;446;2.31;181;.;.;.;2486;238;361;;;;;;;;;;;
Bloemendaal;3902;GM0377;2005JJ00;448;2.32;182;.;.;.;3921;276;565;;;;;;;;;;;
Bloemendaal;3903;GM0377;2006JJ00;448;2.30;182;66.4;30.1;3.5;3924;273;565;;;;;;;;;;;
Bloemendaal;3904;GM0377;2007JJ00;449;2.31;182;67.4;29.2;3.4;4338;285;624;;;;;;;;;;;
Bloemendaal;3905;GM0377;2008JJ00;445;2.33;182;67.7;29.1;3.2;4922;300;702;3.9;;;;;;;;;;
Bloemendaal;3906;GM0377;2009JJ00;556;2.32;230;67.6;31.2;1.2;6121;392;668;5.2;;;;;;;;;;
Bloemendaal;3907;GM0377;2010JJ00;555;2.31;230;67.2;31.4;1.4;6253;417;672;5.0;;;;;;;;;;
Bloemendaal;3908;GM0377;2011JJ00;555;2.29;230;67.0;31.6;1.4;6119;420;653;4.9;62.4;31.0;44.0;68.7;92.1;67.9;96.7;47.1;74.3;30.3
Bloemendaal;3909;GM0377;2012JJ00;555;2.31;238;70.0;29.5;0.5;5933;414;626;5.1;66.2;32.6;47.6;76.6;92.9;67.5;113.1;50.7;80.1;28.4
Bloemendaal;3910;GM0377;2013JJ00;558;2.30;239;69.5;30.4;0.1;5613;395;591;4.9;64.6;31.7;42.5;69.5;97.8;72.2;92.9;49.8;78.4;28.0
Bloemendaal;3911;GM0377;2014JJ00;555;2.27;241;69.2;30.8;0.0;5233;373;548;4.9;72.4;34.0;46.4;78.4;111.2;76.3;121.5;54.6;89.1;29.0
Bloemendaal;3912;GM0377;2015JJ00;560;2.29;242;69.2;30.8;0.1;5071;375;529;4.7;69.8;35.0;44.5;71.1;109.8;79.5;100.9;52.4;84.8;30.2
Bloemendaal;3913;GM0377;2016JJ00;561;2.30;243;70.0;29.8;0.1;5374;358;552;5.0;71.9;34.5;46.1;73.1;114.2;81.8;100.9;54.6;87.5;29.9
Bloemendaal;3914;GM0377;2017JJ00;575;2.31;245;70.2;29.5;0.2;5703;318;586;4.7;82.9;36.3;60.9;89.0;128.1;85.5;111.4;72.1;102.8;30.2
Bloemendaal;3915;GM0377;2018JJ00;583;2.33;249;70.8;28.1;1.1;6186;314;637;4.9;78.8;34.9;51.8;78.4;127.9;89.2;120.3;55.7;96.5;30.6
Bloemendaal;3916;GM0377;2019JJ00;588;2.34;251;70.7;27.6;1.6;6889;358;681;4.9;94.0;37.2;54.1;92.5;159.8;89.3;191.9;63.6;115.9;34.9
Bloemendaal;3917;GM0377;2020JJ00;592;2.34;252;70.8;27.4;1.7;7446;340;740;4.8;91.4;36.3;.;93.9;150.7;93.4;.;64.0;112.5;36.0
Bloemendaal;3918;GM0377;2021JJ00;590;2.33;256;70.9;28.5;0.7;;;773;;;;;;;;;;;
Bloemendaal;3919;GM0377;2022JJ00;597;2.34;256;;;;;;828;;;;;;;;;;;
Bodegraven-Reeuwijk;3976;GM1901;1995JJ00;;;;;;;;;;;;;;;;;;;;
Bodegraven-Reeuwijk;3977;GM1901;1996JJ00;;;;;;;;;;;;;;;;;;;;
Bodegraven-Reeuwijk;3978;GM1901;1997JJ00;;;;;;;;;;;;;;;;;;;;
Bodegraven-Reeuwijk;3979;GM1901;1998JJ00;;;;;;;;;;;;;;;;;;;;
Bodegraven-Reeuwijk;3980;GM1901;1999JJ00;;;;;;;;;;;;;;;;;;;;
Bodegraven-Reeuwijk;3981;GM1901;2000JJ00;;;;;;;;;;;;;;;;;;;;
Bodegraven-Reeuwijk;3982;GM1901;2001JJ00;;;;;;;;;;;;;;;;;;;;
Bodegraven-Reeuwijk;3983;GM1901;2002JJ00;;;;;;;;;;;;;;;;;;;;
Bodegraven-Reeuwijk;3984;GM1901;2003JJ00;;;;;;;;;;;;;;;;;;;;
Bodegraven-Reeuwijk;3985;GM1901;2004JJ00;;;;;;;;;;;;;;;;;;;;
Bodegraven-Reeuwijk;3986;GM1901;2005JJ00;;;;;;;;;;;;;;;;;;;;
Bodegraven-Reeuwijk;3987;GM1901;2006JJ00;;;;;;;;;;;;;;;;;;;;
Bodegraven-Reeuwijk;3988;GM1901;2007JJ00;;;;;;;;;;;;;;;;;;;;
Bodegraven-Reeuwijk;3989;GM1901;2008JJ00;;;;;;;;;;;;;;;;;;;;
Bodegraven-Reeuwijk;3990;GM1901;2009JJ00;;;;;;;;;;;;;;;;;;;;
Bodegraven-Reeuwijk;3991;GM1901;2010JJ00;;;;;;;;;;;;;;;;;;;;
Bodegraven-Reeuwijk;3992;GM1901;2011JJ00;432;2.51;170;66.6;32.7;0.7;4143;788;312;13.3;46.0;24.6;36.1;48.2;60.4;48.6;68.6;33.0;53.6;26.8
Bodegraven-Reeuwijk;3993;GM1901;2012JJ00;434;2.50;178;70.6;28.0;1.4;4047;789;302;12.6;45.5;24.6;37.5;47.7;59.4;48.5;66.6;33.4;53.1;26.0
Bodegraven-Reeuwijk;3994;GM1901;2013JJ00;433;2.49;181;69.6;29.3;1.1;3906;804;290;12.2;45.0;24.9;35.2;45.2;60.6;49.9;63.4;31.4;53.1;24.2
Bodegraven-Reeuwijk;3995;GM1901;2014JJ00;435;2.47;181;70.2;28.7;1.1;3743;769;276;12.3;50.5;27.9;39.0;53.6;66.1;51.0;77.2;40.1;59.0;28.5
Bodegraven-Reeuwijk;3996;GM1901;2015JJ00;438;2.47;183;70.4;28.4;1.2;3643;750;267;12.8;47.1;25.4;36.6;49.6;62.8;51.9;63.7;34.2;54.9;27.1
Bodegraven-Reeuwijk;3997;GM1901;2016JJ00;442;2.45;185;70.6;28.1;1.2;3681;735;264;13.3;49.9;27.9;38.0;52.1;66.7;53.0;73.5;36.6;58.8;27.3
Bodegraven-Reeuwijk;3998;GM1901;2017JJ00;446;2.44;186;70.7;28.1;1.2;3784;707;270;13.7;52.1;27.9;43.3;55.6;69.6;54.4;76.6;40.0;61.6;28.3
Bodegraven-Reeuwijk;3999;GM1901;2018JJ00;450;2.43;189;70.7;28.2;1.2;4032;720;278;14.3;52.5;27.9;47.1;52.9;72.2;55.2;80.8;37.5;61.8;28.7
Bodegraven-Reeuwijk;4000;GM1901;2019JJ00;457;2.42;191;71.9;27.9;0.2;4461;709;307;14.2;57.3;31.2;45.0;58.9;79.4;57.5;95.5;42.1;67.8;30.9
Bodegraven-Reeuwijk;4001;GM1901;2020JJ00;463;2.41;192;71.8;28.1;0.1;4900;722;330;14.3;57.5;30.7;.;59.3;80.5;60.0;.;42.1;68.0;31.3
Bodegraven-Reeuwijk;4002;GM1901;2021JJ00;468;2.41;195;72.0;28.0;0.0;;;352;;;;;;;;;;;
Bodegraven-Reeuwijk;4003;GM1901;2022JJ00;474;2.40;197;;;;;;377;;;;;;;;;;;
Boekel;4004;GM0755;1995JJ00;261;2.84;86;.;.;.;.;.;.;;;;;;;;;;;
Boekel;4005;GM0755;1996JJ00;261;2.84;87;.;.;.;.;.;.;;;;;;;;;;;
Boekel;4006;GM0755;1997JJ00;262;2.84;88;.;.;.;313;160;113;;;;;;;;;;;
Boekel;4007;GM0755;1998JJ00;263;2.82;88;.;.;.;314;170;112;;;;;;;;;;;
Boekel;4008;GM0755;1999JJ00;264;2.81;90;.;.;.;321;170;113;;;;;;;;;;;
Boekel;4009;GM0755;2000JJ00;266;2.79;91;.;.;.;326;169;113;;;;;;;;;;;
Boekel;4010;GM0755;2001JJ00;268;2.79;91;.;.;.;505;172;169;;;;;;;;;;;
Boekel;4011;GM0755;2002JJ00;269;2.80;92;.;.;.;509;175;169;;;;;;;;;;;
Boekel;4012;GM0755;2003JJ00;272;2.81;92;.;.;.;514;181;169;;;;;;;;;;;
Boekel;4013;GM0755;2004JJ00;272;2.81;93;.;.;.;521;188;170;;;;;;;;;;;
Boekel;4014;GM0755;2005JJ00;273;2.79;93;.;.;.;830;249;267;;;;;;;;;;;
Boekel;4015;GM0755;2006JJ00;273;2.76;95;71.4;26.3;2.3;837;251;268;;;;;;;;;;;
Boekel;4016;GM0755;2007JJ00;275;2.75;96;71.6;26.4;2.0;959;282;291;;;;;;;;;;;
Boekel;4017;GM0755;2008JJ00;280;2.73;98;72.5;25.7;1.7;1027;294;310;3.2;;;;;;;;;;
Boekel;4018;GM0755;2009JJ00;281;2.71;98;72.8;26.8;0.4;1062;313;314;3.1;;;;;;;;;;
Boekel;4019;GM0755;2010JJ00;283;2.69;98;73.7;25.9;0.5;1087;324;313;3.0;;;;;;;;;;
Boekel;4020;GM0755;2011JJ00;286;2.67;103;71.8;27.8;0.4;1062;319;300;3.0;40.6;21.8;33.9;38.0;53.1;44.4;55.6;28.1;45.3;24.8
Boekel;4021;GM0755;2012JJ00;289;2.64;106;76.3;23.2;0.5;1050;319;292;2.9;41.4;21.9;35.0;38.3;55.7;44.6;60.0;28.9;46.4;24.4
Boekel;4022;GM0755;2013JJ00;292;2.61;110;75.3;23.9;0.8;1011;314;280;2.8;41.1;21.9;35.5;37.9;55.4;45.3;56.3;28.8;46.2;24.4
Boekel;4023;GM0755;2014JJ00;292;2.61;112;74.4;23.3;2.3;946;311;261;2.9;43.1;23.1;37.9;42.7;55.6;46.8;57.5;32.2;50.3;19.4
Boekel;4024;GM0755;2015JJ00;293;2.58;113;74.5;23.1;2.4;920;293;248;3.1;43.2;22.9;37.5;40.8;58.0;47.9;60.2;29.7;48.8;24.6
Boekel;4025;GM0755;2016JJ00;297;2.57;115;74.5;23.4;2.1;948;254;245;3.0;45.6;23.8;39.6;42.2;62.6;50.2;65.9;31.0;51.7;25.6
Boekel;4026;GM0755;2017JJ00;302;2.54;117;74.0;23.9;2.0;986;242;252;3.0;47.6;24.8;39.9;43.9;66.4;51.1;69.2;33.8;54.2;26.7
Boekel;4027;GM0755;2018JJ00;304;2.54;118;75.3;22.8;1.9;1010;238;261;3.2;48.3;24.8;45.3;44.7;66.8;52.6;73.2;31.5;54.8;27.4
Boekel;4028;GM0755;2019JJ00;307;2.53;121;74.7;25.2;0.0;1117;255;288;3.4;52.8;25.9;49.6;48.6;74.1;55.0;87.7;35.1;60.2;28.4
Boekel;4029;GM0755;2020JJ00;313;2.52;123;74.8;25.1;0.1;1227;251;305;3.3;54.1;.;.;.;.;.;.;.;61.1;.
Boekel;4030;GM0755;2021JJ00;318;2.48;127;73.8;26.2;0.0;;;309;;;;;;;;;;;
Boekel;4031;GM0755;2022JJ00;320;2.47;130;;;;;;345;;;;;;;;;;;
Borger-Odoorn;4144;GM1681;1995JJ00;;;;;;;;;;;;;;;;;;;;
Borger-Odoorn;4145;GM1681;1996JJ00;;;;;;;;;;;;;;;;;;;;
Borger-Odoorn;4146;GM1681;1997JJ00;;;;;;;;;;;;;;;;;;;;
Borger-Odoorn;4147;GM1681;1998JJ00;94;2.52;38;.;.;.;714;186;72;;;;;;;;;;;
Borger-Odoorn;4148;GM1681;1999JJ00;95;2.50;38;.;.;.;733;193;73;;;;;;;;;;;
Borger-Odoorn;4149;GM1681;2000JJ00;95;2.49;38;.;.;.;753;199;73;;;;;;;;;;;
Borger-Odoorn;4150;GM1681;2001JJ00;96;2.47;39;.;.;.;1230;248;119;;;;;;;;;;;
Borger-Odoorn;4151;GM1681;2002JJ00;96;2.47;39;.;.;.;1252;256;120;;;;;;;;;;;
Borger-Odoorn;4152;GM1681;2003JJ00;96;2.47;39;.;.;.;1267;268;121;;;;;;;;;;;
Borger-Odoorn;4153;GM1681;2004JJ00;96;2.46;39;.;.;.;1290;272;122;;;;;;;;;;;
Borger-Odoorn;4154;GM1681;2005JJ00;96;2.45;39;.;.;.;1939;340;181;;;;;;;;;;;
Borger-Odoorn;4155;GM1681;2006JJ00;96;2.43;39;65.8;31.4;2.8;1963;349;182;;;;;;;;;;;
Borger-Odoorn;4156;GM1681;2007JJ00;96;2.42;40;66.8;30.4;2.9;2074;380;192;;;;;;;;;;;
Borger-Odoorn;4157;GM1681;2008JJ00;95;2.40;40;67.7;29.9;2.4;2207;407;202;5.4;;;;;;;;;;
Borger-Odoorn;4158;GM1681;2009JJ00;95;2.39;40;68.0;31.0;1.0;2287;420;207;4.3;;;;;;;;;;
Borger-Odoorn;4159;GM1681;2010JJ00;95;2.37;40;67.9;31.2;0.9;2332;438;210;4.3;;;;;;;;;;
Borger-Odoorn;4160;GM1681;2011JJ00;94;2.36;40;67.1;32.3;0.6;2311;444;207;4.4;36.4;20.3;29.6;37.1;48.6;41.1;53.0;27.6;41.7;23.7
Borger-Odoorn;4161;GM1681;2012JJ00;94;2.35;42;69.6;30.2;0.2;2273;460;204;4.2;36.6;20.7;29.0;37.8;48.7;41.2;54.3;27.9;41.8;23.7
Borger-Odoorn;4162;GM1681;2013JJ00;93;2.32;42;69.7;30.1;0.2;2176;460;195;4.3;36.5;20.4;29.6;37.6;49.8;42.1;53.9;27.4;41.9;23.4
Borger-Odoorn;4163;GM1681;2014JJ00;93;2.32;43;69.7;30.1;0.2;2010;450;180;4.2;38.6;21.6;30.4;39.8;52.6;43.7;58.5;29.3;44.3;24.2
