Naam_2;?ID;RegioS;Perioden;Bevolkingsdichtheid_57;GemiddeldeHuishoudensgrootte_89;Woningdichtheid_93;Koopwoningen_94;Huurwoningen_95;EigendomOnbekend_96;Woningen_97;NietWoningen_98;GemiddeldeWoningwaarde_99;TotaalAantalBanen_112;ParticuliereHuishoudensExclStudenten_122;TypeEenpersoonshuishouden_123;TypeEenoudergezin_124;TypePaarZonderKind_125;TypePaarMetKindEren_126;BronInkomenAlsWerknemer_127;BronInkomenAlsZelfstandige_128;BronOverdrachtsinkomen_129;WoningbezitEigenWoning_130;WoningbezitHuurwoning_131
Bergen (L.);3290;GM0893;2009JJ00;128;2.46;51;69.4;30.5;0.1;1302;246;249;3.2;;;;;;;;;;
Bergen (L.);3291;GM0893;2010JJ00;129;2.45;52;69.0;30.8;0.2;1291;253;247;3.4;;;;;;;;;;
Bergen (L.);3292;GM0893;2011JJ00;129;2.42;52;68.4;31.5;0.1;1240;265;235;3.3;36.8;20.0;31.6;36.0;49.2;42.6;54.9;25.2;42.4;23.9
Bergen (L.);3293;GM0893;2012JJ00;128;2.41;53;69.9;29.7;0.4;1194;259;220;3.2;37.3;20.5;32.3;36.8;50.2;43.0;54.7;26.3;43.0;23.8
Bergen (L.);3294;GM0893;2013JJ00;128;2.38;53;69.6;30.4;0.0;1156;254;212;3.5;37.2;20.4;31.3;37.2;50.3;43.9;53.1;25.8;43.2;23.5
Bergen (L.);3295;GM0893;2014JJ00;128;2.38;54;69.9;30.1;0.1;1132;256;208;3.5;39.4;21.9;32.3;38.8;53.7;44.9;62.8;27.7;45.6;24.5
Bergen (L.);3296;GM0893;2015JJ00;127;2.36;54;69.0;30.9;0.1;1097;245;200;3.5;39.1;21.8;32.5;38.8;53.6;45.8;55.8;27.1;45.2;24.6
Bergen (L.);3297;GM0893;2016JJ00;127;2.34;54;68.5;31.3;0.2;1128;220;202;3.7;40.2;22.2;32.7;40.1;55.8;47.1;59.4;27.6;46.8;24.7
Bergen (L.);3298;GM0893;2017JJ00;127;2.33;55;68.6;31.2;0.2;1145;218;204;3.6;42.6;23.0;35.8;42.1;60.4;48.4;72.2;29.2;49.2;27.0
Bergen (L.);3299;GM0893;2018JJ00;127;2.32;55;69.6;30.2;0.2;1154;228;208;3.7;42.9;23.2;35.9;42.2;61.0;50.1;64.1;28.9;49.9;26.0
Bergen (L.);3300;GM0893;2019JJ00;127;2.31;55;70.8;28.9;0.3;1244;218;229;3.7;46.4;24.5;41.3;47.1;64.6;52.1;78.9;31.6;54.0;27.5
Bergen (L.);3301;GM0893;2020JJ00;127;2.29;56;70.5;29.4;0.2;1349;214;246;3.6;47.3;.;.;.;.;53.9;.;.;55.2;.
Bergen (L.);3302;GM0893;2021JJ00;127;2.28;56;70.9;29.0;0.1;;;263;;;;;;;;;;;
Bergen (L.);3303;GM0893;2022JJ00;127;2.26;56;;;;;;282;;;;;;;;;;;
Bergen (NH.);3304;GM0373;1995JJ00;431;2.30;181;.;.;.;.;.;.;;;;;;;;;;;
Bergen (NH.);3305;GM0373;1996JJ00;431;2.30;181;.;.;.;.;.;.;;;;;;;;;;;
Bergen (NH.);3306;GM0373;1997JJ00;432;2.27;184;.;.;.;949;167;161;;;;;;;;;;;
Bergen (NH.);3307;GM0373;1998JJ00;432;2.26;185;.;.;.;959;163;161;;;;;;;;;;;
Bergen (NH.);3308;GM0373;1999JJ00;425;2.23;185;.;.;.;963;164;160;;;;;;;;;;;
Bergen (NH.);3309;GM0373;2000JJ00;420;2.23;186;.;.;.;973;163;161;;;;;;;;;;;
Bergen (NH.);3310;GM0373;2001JJ00;326;2.32;138;.;.;.;3054;442;225;;;;;;;;;;;
Bergen (NH.);3311;GM0373;2002JJ00;329;2.30;138;.;.;.;3073;438;225;;;;;;;;;;;
Bergen (NH.);3312;GM0373;2003JJ00;327;2.28;138;.;.;.;3108;442;225;;;;;;;;;;;
Bergen (NH.);3313;GM0373;2004JJ00;327;2.27;140;.;.;.;3122;445;225;;;;;;;;;;;
Bergen (NH.);3314;GM0373;2005JJ00;326;2.26;141;.;.;.;4589;523;328;;;;;;;;;;;
Bergen (NH.);3315;GM0373;2006JJ00;325;2.24;142;67.0;28.8;4.2;4607;520;327;;;;;;;;;;;
Bergen (NH.);3316;GM0373;2007JJ00;323;2.22;144;67.7;28.6;3.6;4996;554;349;;;;;;;;;;;
Bergen (NH.);3317;GM0373;2008JJ00;322;2.20;144;68.0;28.8;3.2;5545;586;385;7.5;;;;;;;;;;
Bergen (NH.);3318;GM0373;2009JJ00;321;2.20;145;67.9;30.8;1.3;5795;598;397;7.4;;;;;;;;;;
Bergen (NH.);3319;GM0373;2010JJ00;319;2.19;145;67.1;31.5;1.4;5812;624;397;7.2;;;;;;;;;;
Bergen (NH.);3320;GM0373;2011JJ00;318;2.18;145;66.7;32.1;1.2;5807;773;394;6.9;45.3;26.1;33.3;50.5;65.4;47.6;74.5;35.3;54.0;26.0
Bergen (NH.);3321;GM0373;2012JJ00;316;2.17;151;66.7;31.2;2.1;5729;765;388;7.3;45.2;26.7;33.4;50.9;64.7;48.0;72.6;35.8;53.9;26.0
Bergen (NH.);3322;GM0373;2013JJ00;312;2.16;151;66.8;31.4;1.8;5453;788;369;7.0;46.5;26.1;33.5;53.5;66.6;48.8;65.5;39.8;55.5;26.3
Bergen (NH.);3323;GM0373;2014JJ00;310;2.14;154;65.1;31.7;3.2;5229;709;349;7.2;50.5;30.7;35.7;55.5;74.5;50.6;83.6;42.0;60.9;27.0
Bergen (NH.);3324;GM0373;2015JJ00;309;2.13;154;65.3;31.6;3.1;5209;779;346;7.3;48.8;27.0;36.1;56.8;72.4;51.8;84.8;37.6;58.7;26.5
Bergen (NH.);3325;GM0373;2016JJ00;308;2.12;154;65.3;32.0;2.7;5264;773;347;7.8;48.5;28.2;41.6;53.0;73.8;54.8;73.8;37.2;57.8;27.2
Bergen (NH.);3326;GM0373;2017JJ00;307;2.12;154;65.4;32.0;2.6;5411;751;355;7.8;52.7;30.4;42.0;59.6;79.3;56.5;75.6;44.4;63.4;27.8
Bergen (NH.);3327;GM0373;2018JJ00;303;2.12;153;67.0;30.4;2.5;5719;760;374;7.9;53.2;30.4;42.0;57.7;84.2;59.2;86.2;39.9;63.8;28.0
Bergen (NH.);3328;GM0373;2019JJ00;303;2.10;154;67.6;32.1;0.3;6239;738;383;8.0;61.8;34.7;46.8;67.6;98.8;60.9;115.3;48.2;75.8;29.1
Bergen (NH.);3329;GM0373;2020JJ00;302;2.09;155;67.0;32.5;0.5;6812;750;414;7.5;61.1;32.9;.;69.0;97.8;64.0;.;47.4;74.6;29.8
Bergen (NH.);3330;GM0373;2021JJ00;300;2.08;155;66.9;32.7;0.4;;;441;;;;;;;;;;;
Bergen (NH.);3331;GM0373;2022JJ00;300;2.07;155;;;;;;481;;;;;;;;;;;
Bergen op Zoom;3332;GM0748;1995JJ00;1176;2.35;490;.;.;.;.;.;.;;;;;;;;;;;
Bergen op Zoom;3333;GM0748;1996JJ00;1196;2.33;504;.;.;.;.;.;.;;;;;;;;;;;
Bergen op Zoom;3334;GM0748;1997JJ00;782;2.36;325;.;.;.;2067;1117;78;;;;;;;;;;;
Bergen op Zoom;3335;GM0748;1998JJ00;792;2.35;329;.;.;.;2096;1136;78;;;;;;;;;;;
Bergen op Zoom;3336;GM0748;1999JJ00;800;2.34;336;.;.;.;2149;1082;79;;;;;;;;;;;
Bergen op Zoom;3337;GM0748;2000JJ00;805;2.33;338;.;.;.;2167;1110;79;;;;;;;;;;;
Bergen op Zoom;3338;GM0748;2001JJ00;808;2.32;340;.;.;.;3031;1408;111;;;;;;;;;;;
Bergen op Zoom;3339;GM0748;2002JJ00;813;2.31;343;.;.;.;3087;1447;112;;;;;;;;;;;
Bergen op Zoom;3340;GM0748;2003JJ00;818;2.30;344;.;.;.;3091;1474;112;;;;;;;;;;;
Bergen op Zoom;3341;GM0748;2004JJ00;819;2.30;344;.;.;.;3133;1485;112;;;;;;;;;;;
Bergen op Zoom;3342;GM0748;2005JJ00;821;2.29;347;.;.;.;4854;1646;174;;;;;;;;;;;
Bergen op Zoom;3343;GM0748;2006JJ00;821;2.28;351;52.8;44.0;3.2;4880;1649;174;;;;;;;;;;;
Bergen op Zoom;3344;GM0748;2007JJ00;817;2.27;351;53.8;43.1;3.1;5507;1844;194;;;;;;;;;;;
Bergen op Zoom;3345;GM0748;2008JJ00;815;2.25;355;53.7;42.5;3.8;5973;1998;208;32.7;;;;;;;;;;
Bergen op Zoom;3346;GM0748;2009JJ00;819;2.24;359;54.3;45.6;0.0;6251;2071;215;31.7;;;;;;;;;;
Bergen op Zoom;3347;GM0748;2010JJ00;822;2.22;362;54.1;45.8;0.1;6315;2091;216;32.0;;;;;;;;;;
Bergen op Zoom;3348;GM0748;2011JJ00;826;2.22;363;53.9;46.0;0.0;6159;2105;211;31.8;36.2;21.1;29.4;38.9;51.1;41.6;54.0;25.9;45.1;23.9
Bergen op Zoom;3349;GM0748;2012JJ00;826;2.22;370;56.9;42.7;0.4;6138;2135;208;30.8;36.3;21.4;28.7;39.1;51.5;41.6;53.3;26.5;45.2;24.0
Bergen op Zoom;3350;GM0748;2013JJ00;826;2.21;370;56.9;42.8;0.3;6014;1983;202;30.0;36.5;21.4;29.2;39.7;51.9;42.6;52.8;26.3;45.8;23.7
Bergen op Zoom;3351;GM0748;2014JJ00;827;2.20;372;56.7;43.0;0.3;5815;1992;195;29.7;38.4;22.4;30.5;41.7;55.5;44.6;59.7;27.5;48.7;24.3
Bergen op Zoom;3352;GM0748;2015JJ00;826;2.19;374;56.4;43.1;0.4;5740;1775;193;29.1;39.3;22.8;31.3;42.8;56.6;47.6;52.8;27.2;49.7;24.9
Bergen op Zoom;3353;GM0748;2016JJ00;829;2.20;372;57.2;42.5;0.4;5832;1713;196;28.6;39.4;22.9;32.8;42.5;57.1;46.8;58.2;27.8;49.4;25.3
Bergen op Zoom;3354;GM0748;2017JJ00;828;2.20;374;57.3;42.3;0.4;5967;1706;201;29.4;40.8;23.5;33.5;44.2;59.5;47.8;60.8;29.3;51.3;25.6
Bergen op Zoom;3355;GM0748;2018JJ00;830;2.19;376;56.8;42.7;0.5;6171;1735;206;29.9;41.9;23.8;35.0;44.7;62.4;49.0;63.4;29.6;52.6;26.1
Bergen op Zoom;3356;GM0748;2019JJ00;836;2.18;380;58.8;41.0;0.2;6630;1706;221;30.6;44.2;24.9;37.4;47.8;65.8;50.9;72.9;30.9;55.6;27.2
Bergen op Zoom;3357;GM0748;2020JJ00;844;2.17;386;58.6;41.3;0.1;7109;1748;233;29.1;45.4;25.7;.;49.0;68.4;53.3;.;31.7;57.2;28.2
Bergen op Zoom;3358;GM0748;2021JJ00;844;2.16;387;58.7;41.2;0.1;;;248;;;;;;;;;;;
Bergen op Zoom;3359;GM0748;2022JJ00;849;2.16;390;;;;;;266;;;;;;;;;;;
Berkelland;3500;GM1859;1995JJ00;;;;;;;;;;;;;;;;;;;;
Berkelland;3501;GM1859;1996JJ00;;;;;;;;;;;;;;;;;;;;
Berkelland;3502;GM1859;1997JJ00;;;;;;;;;;;;;;;;;;;;
Berkelland;3503;GM1859;1998JJ00;;;;;;;;;;;;;;;;;;;;
Berkelland;3504;GM1859;1999JJ00;;;;;;;;;;;;;;;;;;;;
Berkelland;3505;GM1859;2000JJ00;;;;;;;;;;;;;;;;;;;;
Berkelland;3506;GM1859;2001JJ00;;;;;;;;;;;;;;;;;;;;
Berkelland;3507;GM1859;2002JJ00;;;;;;;;;;;;;;;;;;;;
Berkelland;3508;GM1859;2003JJ00;;;;;;;;;;;;;;;;;;;;
Berkelland;3509;GM1859;2004JJ00;;;;;;;;;;;;;;;;;;;;
Berkelland;3510;GM1859;2005JJ00;175;2.54;67;.;.;.;3558;877;208;;;;;;;;;;;
Berkelland;3511;GM1859;2006JJ00;175;2.51;68;63.8;33.3;2.9;3607;889;209;;;;;;;;;;;
Berkelland;3512;GM1859;2007JJ00;175;2.49;69;64.4;32.3;3.3;3897;915;223;;;;;;;;;;;
Berkelland;3513;GM1859;2008JJ00;175;2.48;69;64.5;32.5;3.0;4154;973;236;13.9;;;;;;;;;;
Berkelland;3514;GM1859;2009JJ00;175;2.47;70;64.7;34.3;1.0;4287;1027;241;13.9;;;;;;;;;;
Berkelland;3515;GM1859;2010JJ00;174;2.44;70;64.1;34.7;1.1;4353;1117;244;13.8;;;;;;;;;;
Berkelland;3516;GM1859;2011JJ00;173;2.43;71;64.0;35.1;0.9;4265;1221;238;13.9;37.7;20.5;33.3;37.7;50.4;42.2;58.4;27.2;43.9;24.8
Berkelland;3517;GM1859;2012JJ00;174;2.42;73;65.8;32.4;1.8;4116;1246;227;14.4;38.2;21.0;33.7;38.3;51.0;42.5;59.7;27.8;44.4;25.0
Berkelland;3518;GM1859;2013JJ00;173;2.39;74;65.6;32.8;1.6;4034;1221;216;14.1;38.0;20.9;32.5;37.9;51.8;43.2;58.7;27.3;44.3;24.7
Berkelland;3519;GM1859;2014JJ00;173;2.38;75;65.5;33.3;1.2;3795;1171;203;13.5;39.7;22.6;33.9;39.8;53.7;44.6;61.8;29.3;46.5;25.0
Berkelland;3520;GM1859;2015JJ00;172;2.36;75;66.0;33.2;0.7;3696;1175;198;13.4;39.1;22.0;34.0;39.2;53.7;45.5;56.4;28.3;45.7;24.9
Berkelland;3521;GM1859;2016JJ00;172;2.34;75;65.9;32.9;1.2;3725;1146;198;13.2;40.9;22.9;35.4;40.8;57.0;47.6;61.2;28.9;47.7;26.1
Berkelland;3522;GM1859;2017JJ00;171;2.34;75;65.9;32.9;1.2;3841;1070;205;13.6;42.4;23.8;36.5;41.7;59.9;48.2;68.0;30.2;49.3;27.3
Berkelland;3523;GM1859;2018JJ00;171;2.32;76;67.4;31.5;1.0;4051;1093;215;14.5;42.8;24.0;36.6;42.4;60.8;49.5;64.7;30.1;49.7;27.4
Berkelland;3524;GM1859;2019JJ00;170;2.30;76;67.9;32.0;0.1;4325;1081;241;15.0;45.9;25.1;38.5;45.9;66.5;51.5;75.0;32.8;53.5;28.6
Berkelland;3525;GM1859;2020JJ00;170;2.29;76;68.1;31.8;0.1;4627;1075;256;14.7;47.2;25.9;.;46.8;69.5;53.9;.;33.3;55.0;29.6
Berkelland;3526;GM1859;2021JJ00;170;2.28;76;68.3;31.7;0.0;;;273;;;;;;;;;;;
Berkelland;3527;GM1859;2022JJ00;170;2.27;76;;;;;;297;;;;;;;;;;;
Bernheze;3556;GM1721;1995JJ00;;;;;;;;;;;;;;;;;;;;
Bernheze;3557;GM1721;1996JJ00;311;2.88;104;.;.;.;.;.;.;;;;;;;;;;;
Bernheze;3558;GM1721;1997JJ00;313;2.86;105;.;.;.;839;322;96;;;;;;;;;;;
Bernheze;3559;GM1721;1998JJ00;315;2.83;107;.;.;.;832;365;96;;;;;;;;;;;
Bernheze;3560;GM1721;1999JJ00;315;2.79;109;.;.;.;865;372;97;;;;;;;;;;;
Bernheze;3561;GM1721;2000JJ00;318;2.77;112;.;.;.;879;375;97;;;;;;;;;;;
Bernheze;3562;GM1721;2001JJ00;319;2.77;113;.;.;.;1690;437;176;;;;;;;;;;;
Bernheze;3563;GM1721;2002JJ00;321;2.76;113;.;.;.;1712;438;177;;;;;;;;;;;
Bernheze;3564;GM1721;2003JJ00;321;2.75;114;.;.;.;1725;439;177;;;;;;;;;;;
Bernheze;3565;GM1721;2004JJ00;322;2.73;114;.;.;.;1745;451;178;;;;;;;;;;;
Bernheze;3566;GM1721;2005JJ00;325;2.72;118;.;.;.;2876;478;276;;;;;;;;;;;
Bernheze;3567;GM1721;2006JJ00;329;2.68;119;69.2;29.0;1.8;2911;487;277;;;;;;;;;;;
Bernheze;3568;GM1721;2007JJ00;330;2.67;121;70.1;27.6;2.3;3175;543;299;;;;;;;;;;;
Bernheze;3569;GM1721;2008JJ00;331;2.66;122;71.0;27.3;1.7;3398;572;318;9.1;;;;;;;;;;
Bernheze;3570;GM1721;2009JJ00;330;2.66;122;71.6;28.3;0.2;3500;595;320;8.6;;;;;;;;;;
Bernheze;3571;GM1721;2010JJ00;331;2.62;125;71.2;28.6;0.3;3641;640;330;10.4;;;;;;;;;;
Bernheze;3572;GM1721;2011JJ00;331;2.60;125;70.9;28.9;0.2;3610;648;324;10.1;42.8;22.1;35.6;41.8;55.5;46.1;66.5;29.7;49.2;25.1
Bernheze;3573;GM1721;2012JJ00;332;2.59;126;73.2;26.4;0.3;3440;620;306;8.7;43.2;22.6;36.7;41.1;57.2;46.8;64.6;30.6;49.7;25.4
Bernheze;3574;GM1721;2013JJ00;332;2.56;127;73.1;26.6;0.2;3302;645;294;8.5;43.1;22.6;34.7;41.4;57.7;47.8;61.3;30.7;49.8;25.0
Bernheze;3575;GM1721;2014JJ00;331;2.54;133;70.8;27.8;1.4;3133;610;277;8.5;45.5;24.3;35.9;43.8;61.4;49.0;71.2;32.6;52.6;25.6
Bernheze;3576;GM1721;2015JJ00;331;2.53;134;70.9;27.8;1.3;3036;616;267;9.1;44.8;23.5;36.4;42.5;61.4;50.5;64.9;30.8;51.6;26.1
Bernheze;3577;GM1721;2016JJ00;333;2.51;134;71.5;27.3;1.3;3134;550;266;9.6;47.2;24.6;38.6;44.1;66.1;52.4;74.2;31.5;54.6;27.0
Bernheze;3578;GM1721;2017JJ00;337;2.48;134;71.6;27.4;0.9;3225;540;272;9.6;48.9;25.2;39.9;47.6;67.4;53.0;73.4;34.9;56.8;27.4
Bernheze;3579;GM1721;2018JJ00;340;2.48;137;71.6;27.5;0.9;3205;566;.;10.1;49.4;24.8;43.5;46.8;69.6;54.3;77.4;32.8;57.9;27.7
Bernheze;3580;GM1721;2019JJ00;343;2.46;139;71.9;27.8;0.3;3563;595;307;10.5;54.6;27.3;45.2;51.0;79.2;56.4;97.0;36.6;64.0;29.1
Bernheze;3581;GM1721;2020JJ00;348;2.43;142;71.6;28.4;0.1;3906;610;327;10.4;55.3;27.5;.;51.8;81.0;58.4;.;36.9;65.3;30.1
Bernheze;3582;GM1721;2021JJ00;351;2.42;143;71.5;28.5;0.0;;;333;;;;;;;;;;;
Bernheze;3583;GM1721;2022JJ00;353;2.40;144;;;;;;373;;;;;;;;;;;
Best;3612;GM0753;1995JJ00;653;2.63;244;.;.;.;.;.;.;;;;;;;;;;;
Best;3613;GM0753;1996JJ00;677;2.61;255;.;.;.;.;.;.;;;;;;;;;;;
Best;3614;GM0753;1997JJ00;717;2.57;272;.;.;.;798;304;87;;;;;;;;;;;
Best;3615;GM0753;1998JJ00;727;2.57;277;.;.;.;821;320;88;;;;;;;;;;;
Best;3616;GM0753;1999JJ00;743;2.56;288;.;.;.;855;331;89;;;;;;;;;;;
Best;3617;GM0753;2000JJ00;758;2.55;293;.;.;.;890;354;90;;;;;;;;;;;
Best;3618;GM0753;2001JJ00;784;2.55;305;.;.;.;1765;471;164;;;;;;;;;;;
Best;3619;GM0753;2002JJ00;802;2.54;312;.;.;.;1832;490;166;;;;;;;;;;;
Best;3620;GM0753;2003JJ00;826;2.54;324;.;.;.;1877;505;168;;;;;;;;;;;
Best;3621;GM0753;2004JJ00;838;2.54;328;.;.;.;1905;509;170;;;;;;;;;;;
Best;3622;GM0753;2005JJ00;844;2.53;329;.;.;.;2901;633;255;;;;;;;;;;;
Best;3623;GM0753;2006JJ00;846;2.52;333;73.6;24.3;2.0;2926;629;257;;;;;;;;;;;
Best;3624;GM0753;2007JJ00;846;2.51;333;73.1;24.8;2.0;3136;660;275;;;;;;;;;;;
Best;3625;GM0753;2008JJ00;848;2.50;337;72.3;25.4;2.2;3410;706;297;17.9;;;;;;;;;;
Best;3626;GM0753;2009JJ00;846;2.49;339;72.6;26.5;0.9;3540;759;307;17.1;;;;;;;;;;
Best;3627;GM0753;2010JJ00;844;2.48;339;72.1;26.9;0.9;3564;774;308;18.4;;;;;;;;;;
Best;3628;GM0753;2011JJ00;840;2.47;339;72.3;26.8;0.9;3527;771;303;18.2;42.5;23.2;32.1;42.4;57.1;48.0;61.8;29.1;48.9;24.5
Best;3629;GM0753;2012JJ00;836;2.46;341;73.5;26.4;0.2;3435;777;293;17.1;43.5;23.9;33.4;43.5;58.5;48.2;70.2;30.0;50.3;24.3
Best;3630;GM0753;2013JJ00;835;2.44;343;73.7;26.2;0.1;3280;751;280;15.4;44.0;24.9;33.8;44.4;58.8;49.7;68.6;30.2;50.8;24.6
Best;3631;GM0753;2014JJ00;834;2.41;349;72.5;26.6;0.9;3098;716;261;14.7;45.2;24.9;34.7;45.8;61.9;50.9;69.1;31.7;52.5;24.9
Best;3632;GM0753;2015JJ00;838;2.40;348;73.2;26.7;0.2;3015;688;252;14.9;44.9;24.6;34.3;45.2;61.8;51.8;62.0;30.8;51.7;25.7
Best;3633;GM0753;2016JJ00;845;2.39;351;73.0;26.8;0.1;3084;714;251;14.1;46.8;25.8;36.3;46.4;65.4;53.6;68.9;31.9;54.3;26.5
Best;3634;GM0753;2017JJ00;851;2.38;359;71.7;27.9;0.4;3224;710;263;14.6;48.5;26.0;39.2;48.5;68.1;55.1;72.1;33.6;56.6;26.8
Best;3635;GM0753;2018JJ00;860;2.36;360;71.9;27.7;0.4;3376;720;272;14.7;49.6;26.7;39.3;49.1;71.1;56.0;80.1;33.0;58.2;27.0
Best;3636;GM0753;2019JJ00;869;2.35;365;72.2;27.5;0.3;3594;696;292;15.7;53.7;31.0;41.9;52.1;77.3;58.7;89.5;38.0;63.6;28.4
Best;3637;GM0753;2020JJ00;874;2.33;370;71.6;28.2;0.2;3852;704;308;15.3;54.2;29.2;.;55.8;77.7;60.2;.;38.0;64.2;29.6
Best;3638;GM0753;2021JJ00;881;2.31;378;71.2;28.8;0.0;;;321;;;;;;;;;;;
Best;3639;GM0753;2022JJ00;903;2.29;389;;;;;;361;;;;;;;;;;;
Beuningen;3640;GM0209;1995JJ00;546;2.68;200;.;.;.;.;.;.;;;;;;;;;;;
Beuningen;3641;GM0209;1996JJ00;556;2.66;203;.;.;.;.;.;.;;;;;;;;;;;
Beuningen;3642;GM0209;1997JJ00;553;2.66;202;.;.;.;811;50;90;;;;;;;;;;;
Beuningen;3643;GM0209;1998JJ00;557;2.65;206;.;.;.;823;238;92;;;;;;;;;;;
Beuningen;3644;GM0209;1999JJ00;568;2.64;211;.;.;.;867;248;93;;;;;;;;;;;
Beuningen;3645;GM0209;2000JJ00;581;2.62;217;.;.;.;879;256;94;;;;;;;;;;;
Beuningen;3646;GM0209;2001JJ00;581;2.62;218;.;.;.;1470;346;154;;;;;;;;;;;
Beuningen;3647;GM0209;2002JJ00;581;2.60;219;.;.;.;1473;356;155;;;;;;;;;;;
Beuningen;3648;GM0209;2003JJ00;578;2.61;219;.;.;.;1481;361;155;;;;;;;;;;;
Beuningen;3649;GM0209;2004JJ00;580;2.61;219;.;.;.;1487;368;156;;;;;;;;;;;
Beuningen;3650;GM0209;2005JJ00;577;2.59;219;.;.;.;2230;420;232;;;;;;;;;;;
Beuningen;3651;GM0209;2006JJ00;572;2.56;221;65.3;33.4;1.3;2264;422;233;;;;;;;;;;;
Beuningen;3652;GM0209;2007JJ00;575;2.53;225;64.0;34.6;1.4;2486;428;249;;;;;;;;;;;
Beuningen;3653;GM0209;2008JJ00;577;2.51;228;64.0;34.5;1.5;2688;448;268;6.9;;;;;;;;;;
Beuningen;3654;GM0209;2009JJ00;578;2.49;230;64.7;35.2;0.1;2799;498;274;6.6;;;;;;;;;;
Beuningen;3655;GM0209;2010JJ00;583;2.47;234;64.8;35.1;0.1;2831;517;275;6.7;;;;;;;;;;
Beuningen;3656;GM0209;2011JJ00;584;2.46;236;65.3;34.7;0.0;2780;509;271;6.5;40.9;21.7;30.8;40.9;54.9;45.3;59.7;28.0;48.0;25.2
Beuningen;3657;GM0209;2012JJ00;582;2.44;237;67.7;32.1;0.2;2721;477;264;6.5;41.0;21.7;32.7;40.8;55.3;45.3;60.8;28.5;48.0;25.0
Beuningen;3658;GM0209;2013JJ00;580;2.41;238;68.3;31.5;0.2;2619;444;252;6.5;41.1;22.1;31.7;41.1;56.0;46.3;60.6;28.0;48.5;24.4
Beuningen;3659;GM0209;2014JJ00;579;2.39;241;67.4;32.4;0.2;2426;408;230;6.6;43.6;22.8;32.5;43.3;61.0;47.6;72.6;30.2;51.8;25.1
Beuningen;3660;GM0209;2015JJ00;579;2.37;242;67.4;32.4;0.2;2356;402;223;6.5;42.4;23.1;33.1;43.0;57.6;48.4;57.5;29.4;49.9;25.5
Beuningen;3661;GM0209;2016JJ00;579;2.35;244;67.3;32.1;0.6;2388;373;223;6.3;44.3;24.2;34.9;44.8;61.2;50.3;64.2;30.1;52.4;25.9
Beuningen;3662;GM0209;2017JJ00;582;2.34;248;66.7;32.9;0.4;2432;341;225;6.5;45.9;24.5;35.9;46.2;64.2;51.2;68.3;31.9;54.3;26.4
Beuningen;3663;GM0209;2018JJ00;591;2.32;253;68.2;31.3;0.5;2573;344;235;6.6;46.7;25.3;36.4;47.5;65.4;52.1;72.3;31.2;55.3;26.6
Beuningen;3664;GM0209;2019JJ00;593;2.32;254;69.6;30.3;0.1;2775;359;251;7.1;50.9;26.6;39.0;51.4;72.9;54.7;83.4;35.6;60.5;27.8
Beuningen;3665;GM0209;2020JJ00;593;2.30;255;69.6;30.3;0.1;3026;360;271;7.0;51.6;27.1;.;52.7;74.4;57.0;.;34.2;61.3;28.6
Beuningen;3666;GM0209;2021JJ00;599;2.29;258;70.0;29.9;0.0;;;291;;;;;;;;;;;
Beuningen;3667;GM0209;2022JJ00;602;2.29;260;;;;;;319;;;;;;;;;;;
Beverwijk;3668;GM0375;1995JJ00;1908;2.22;828;.;.;.;.;.;.;;;;;;;;;;;
Beverwijk;3669;GM0375;1996JJ00;1911;2.22;832;.;.;.;.;.;.;;;;;;;;;;;
Beverwijk;3670;GM0375;1997JJ00;1920;2.22;837;.;.;.;1138;742;72;;;;;;;;;;;
Beverwijk;3671;GM0375;1998JJ00;1917;2.21;845;.;.;.;1158;726;72;;;;;;;;;;;
Beverwijk;3672;GM0375;1999JJ00;1924;2.19;861;.;.;.;1185;728;73;;;;;;;;;;;
Beverwijk;3673;GM0375;2000JJ00;1934;2.19;864;.;.;.;1191;742;73;;;;;;;;;;;
Beverwijk;3674;GM0375;2001JJ00;1941;2.19;865;.;.;.;1764;920;107;;;;;;;;;;;
Beverwijk;3675;GM0375;2002JJ00;1933;2.19;867;.;.;.;1762;975;107;;;;;;;;;;;
Beverwijk;3676;GM0375;2003JJ00;1964;2.20;880;.;.;.;1921;922;111;;;;;;;;;;;
Beverwijk;3677;GM0375;2004JJ00;1996;2.21;906;.;.;.;1929;958;113;;;;;;;;;;;
Beverwijk;3678;GM0375;2005JJ00;1989;2.21;910;.;.;.;3048;1025;179;;;;;;;;;;;
Beverwijk;3679;GM0375;2006JJ00;1967;2.19;889;48.4;46.9;4.7;3086;1030;178;;;;;;;;;;;
Beverwijk;3680;GM0375;2007JJ00;1982;2.19;893;49.8;45.7;4.4;3327;1071;190;;;;;;;;;;;
Beverwijk;3681;GM0375;2008JJ00;2010;2.17;898;50.4;45.9;3.7;3505;1104;199;20.1;;;;;;;;;;
Beverwijk;3682;GM0375;2009JJ00;2061;2.16;910;51.7;47.2;1.0;3641;1125;202;20.1;;;;;;;;;;
Beverwijk;3683;GM0375;2010JJ00;2093;2.16;911;51.3;47.8;0.9;3764;1098;205;20.7;;;;;;;;;;
Beverwijk;3684;GM0375;2011JJ00;2119;2.16;929;50.3;48.7;0.9;3671;1115;200;21.1;35.3;21.8;29.0;38.5;51.0;39.8;51.4;25.4;44.6;24.3
