Geslacht_Title;Leeftijd_Title;RegioS;RegioS_Title;Perioden;Perioden_Title;BevolkingOp1Januari_1;GemiddeldeBevolking_2;data_verhuisde_personen.Geslacht.1.Title;data_verhuisde_personen.Leeftijd31December.1.Title;data_verhuisde_personen.RegioS;data_verhuisde_personen.RegioS.1.Title;data_verhuisde_personen.Perioden;data_verhuisde_personen.Perioden.1.Title;data_verhuisde_personen.BinnenGemeentenVerhuisdePersonen_1;data_verhuisde_personen.GevestigdInDeGemeente_2;data_verhuisde_personen.VertrokkenUitDeGemeente_3;gemiddelde verkoopprijs.RegioS;gemiddelde verkoopprijs.RegioS (3).Title;gemiddelde verkoopprijs.Perioden;gemiddelde verkoopprijs.Perioden (3).Title;gemiddelde verkoopprijs.GemiddeldeVerkoopprijs_1;Voorraad woningen.Gebruiksfunctie.1.Title;Voorraad woningen.RegioS;Voorraad woningen.RegioS (4).Title;Voorraad woningen.Perioden;Voorraad woningen.Perioden (4).Title;Voorraad woningen.BeginstandVoorraad_1;Voorraad woningen.Nieuwbouw_2;Voorraad woningen.Sloop_4;Voorraad woningen.Correctie_6;Voorraad woningen.SaldoVoorraad_7;Voorraad woningen.EindstandVoorraad_8
Totaal mannen en vrouwen;Totaal;GM0906;Geleen;2003JJ00;2003;;;;;;;;;;;;GM0906;Geleen;2003JJ00;2003;;;;;;;;;;;;
Totaal mannen en vrouwen;Totaal;GM0906;Geleen;2004JJ00;2004;;;;;;;;;;;;GM0906;Geleen;2004JJ00;2004;;;;;;;;;;;;
Totaal mannen en vrouwen;Totaal;GM0906;Geleen;2005JJ00;2005;;;;;;;;;;;;GM0906;Geleen;2005JJ00;2005;;;;;;;;;;;;
Totaal mannen en vrouwen;Totaal;GM0906;Geleen;2006JJ00;2006;;;;;;;;;;;;GM0906;Geleen;2006JJ00;2006;;;;;;;;;;;;
Totaal mannen en vrouwen;Totaal;GM0906;Geleen;2007JJ00;2007;;;;;;;;;;;;GM0906;Geleen;2007JJ00;2007;;;;;;;;;;;;
Totaal mannen en vrouwen;Totaal;GM0906;Geleen;2008JJ00;2008;;;;;;;;;;;;GM0906;Geleen;2008JJ00;2008;;;;;;;;;;;;
Totaal mannen en vrouwen;Totaal;GM0906;Geleen;2009JJ00;2009;;;;;;;;;;;;GM0906;Geleen;2009JJ00;2009;;;;;;;;;;;;
Totaal mannen en vrouwen;Totaal;GM0906;Geleen;2010JJ00;2010;;;;;;;;;;;;GM0906;Geleen;2010JJ00;2010;;;;;;;;;;;;
Totaal mannen en vrouwen;Totaal;GM0906;Geleen;2011JJ00;2011;;;;;;;;;;;;GM0906;Geleen;2011JJ00;2011;;;;;;;;;;;;
Totaal mannen en vrouwen;Totaal;GM0906;Geleen;2012JJ00;2012;;;;;;;;;;;;GM0906;Geleen;2012JJ00;2012;;;;;;;;;;;;
Totaal mannen en vrouwen;Totaal;GM0906;Geleen;2013JJ00;2013;;;;;;;;;;;;GM0906;Geleen;2013JJ00;2013;;;;;;;;;;;;
Totaal mannen en vrouwen;Totaal;GM0906;Geleen;2014JJ00;2014;;;;;;;;;;;;GM0906;Geleen;2014JJ00;2014;;;;;;;;;;;;
Totaal mannen en vrouwen;Totaal;GM0906;Geleen;2015JJ00;2015;;;;;;;;;;;;GM0906;Geleen;2015JJ00;2015;;;;;;;;;;;;
Totaal mannen en vrouwen;Totaal;GM0906;Geleen;2016JJ00;2016;;;;;;;;;;;;GM0906;Geleen;2016JJ00;2016;;;;;;;;;;;;
Totaal mannen en vrouwen;Totaal;GM0906;Geleen;2017JJ00;2017;;;;;;;;;;;;GM0906;Geleen;2017JJ00;2017;;;;;;;;;;;;
Totaal mannen en vrouwen;Totaal;GM0906;Geleen;2018JJ00;2018;;;;;;;;;;;;GM0906;Geleen;2018JJ00;2018;;;;;;;;;;;;
Totaal mannen en vrouwen;Totaal;GM0906;Geleen;2019JJ00;2019;;;;;;;;;;;;GM0906;Geleen;2019JJ00;2019;;;;;;;;;;;;
Totaal mannen en vrouwen;Totaal;GM0906;Geleen;2020JJ00;2020;;;;;;;;;;;;GM0906;Geleen;2020JJ00;2020;;;;;;;;;;;;
Totaal mannen en vrouwen;Totaal;GM0906;Geleen;2021JJ00;2021;;;;;;;;;;;;GM0906;Geleen;2021JJ00;2021;;;;;;;;;;;;
Totaal mannen en vrouwen;Totaal;GM0782;Gemert;1995JJ00;1995;18561; 18619.0;;;;;;;;;;GM0782;Gemert;1995JJ00;1995;106585;;;;;;;;;;;
Totaal mannen en vrouwen;Totaal;GM0782;Gemert;1996JJ00;1996;18677; 18719.0;;;;;;;;;;GM0782;Gemert;1996JJ00;1996;101338;;;;;;;;;;;
Totaal mannen en vrouwen;Totaal;GM0782;Gemert;1997JJ00;1997;;;;;;;;;;;;GM0782;Gemert;1997JJ00;1997;;;;;;;;;;;;
Totaal mannen en vrouwen;Totaal;GM0782;Gemert;1998JJ00;1998;;;;;;;;;;;;GM0782;Gemert;1998JJ00;1998;;;;;;;;;;;;
Totaal mannen en vrouwen;Totaal;GM0782;Gemert;1999JJ00;1999;;;;;;;;;;;;GM0782;Gemert;1999JJ00;1999;;;;;;;;;;;;
Totaal mannen en vrouwen;Totaal;GM0782;Gemert;2000JJ00;2000;;;;;;;;;;;;GM0782;Gemert;2000JJ00;2000;;;;;;;;;;;;
Totaal mannen en vrouwen;Totaal;GM0782;Gemert;2001JJ00;2001;;;;;;;;;;;;GM0782;Gemert;2001JJ00;2001;;;;;;;;;;;;
Totaal mannen en vrouwen;Totaal;GM0782;Gemert;2002JJ00;2002;;;;;;;;;;;;GM0782;Gemert;2002JJ00;2002;;;;;;;;;;;;
Totaal mannen en vrouwen;Totaal;GM0782;Gemert;2003JJ00;2003;;;;;;;;;;;;GM0782;Gemert;2003JJ00;2003;;;;;;;;;;;;
Totaal mannen en vrouwen;Totaal;GM0782;Gemert;2004JJ00;2004;;;;;;;;;;;;GM0782;Gemert;2004JJ00;2004;;;;;;;;;;;;
Totaal mannen en vrouwen;Totaal;GM0782;Gemert;2005JJ00;2005;;;;;;;;;;;;GM0782;Gemert;2005JJ00;2005;;;;;;;;;;;;
Totaal mannen en vrouwen;Totaal;GM0782;Gemert;2006JJ00;2006;;;;;;;;;;;;GM0782;Gemert;2006JJ00;2006;;;;;;;;;;;;
Totaal mannen en vrouwen;Totaal;GM0782;Gemert;2007JJ00;2007;;;;;;;;;;;;GM0782;Gemert;2007JJ00;2007;;;;;;;;;;;;
Totaal mannen en vrouwen;Totaal;GM0782;Gemert;2008JJ00;2008;;;;;;;;;;;;GM0782;Gemert;2008JJ00;2008;;;;;;;;;;;;
Totaal mannen en vrouwen;Totaal;GM0782;Gemert;2009JJ00;2009;;;;;;;;;;;;GM0782;Gemert;2009JJ00;2009;;;;;;;;;;;;
Totaal mannen en vrouwen;Totaal;GM0782;Gemert;2010JJ00;2010;;;;;;;;;;;;GM0782;Gemert;2010JJ00;2010;;;;;;;;;;;;
Totaal mannen en vrouwen;Totaal;GM0782;Gemert;2011JJ00;2011;;;;;;;;;;;;GM0782;Gemert;2011JJ00;2011;;;;;;;;;;;;
Totaal mannen en vrouwen;Totaal;GM0782;Gemert;2012JJ00;2012;;;;;;;;;;;;GM0782;Gemert;2012JJ00;2012;;;;;;;;;;;;
Totaal mannen en vrouwen;Totaal;GM0782;Gemert;2013JJ00;2013;;;;;;;;;;;;GM0782;Gemert;2013JJ00;2013;;;;;;;;;;;;
Totaal mannen en vrouwen;Totaal;GM0782;Gemert;2014JJ00;2014;;;;;;;;;;;;GM0782;Gemert;2014JJ00;2014;;;;;;;;;;;;
Totaal mannen en vrouwen;Totaal;GM0782;Gemert;2015JJ00;2015;;;;;;;;;;;;GM0782;Gemert;2015JJ00;2015;;;;;;;;;;;;
Totaal mannen en vrouwen;Totaal;GM0782;Gemert;2016JJ00;2016;;;;;;;;;;;;GM0782;Gemert;2016JJ00;2016;;;;;;;;;;;;
Totaal mannen en vrouwen;Totaal;GM0782;Gemert;2017JJ00;2017;;;;;;;;;;;;GM0782;Gemert;2017JJ00;2017;;;;;;;;;;;;
Totaal mannen en vrouwen;Totaal;GM0782;Gemert;2018JJ00;2018;;;;;;;;;;;;GM0782;Gemert;2018JJ00;2018;;;;;;;;;;;;
Totaal mannen en vrouwen;Totaal;GM0782;Gemert;2019JJ00;2019;;;;;;;;;;;;GM0782;Gemert;2019JJ00;2019;;;;;;;;;;;;
Totaal mannen en vrouwen;Totaal;GM0782;Gemert;2020JJ00;2020;;;;;;;;;;;;GM0782;Gemert;2020JJ00;2020;;;;;;;;;;;;
Totaal mannen en vrouwen;Totaal;GM0782;Gemert;2021JJ00;2021;;;;;;;;;;;;GM0782;Gemert;2021JJ00;2021;;;;;;;;;;;;
Totaal mannen en vrouwen;Totaal;GM1652;Gemert-Bakel;1995JJ00;1995;;;;;;;;;;;;GM1652;Gemert-Bakel;1995JJ00;1995;;;;;;;;;;;;
Totaal mannen en vrouwen;Totaal;GM1652;Gemert-Bakel;1996JJ00;1996;;;;;;;;;;;;GM1652;Gemert-Bakel;1996JJ00;1996;;;;;;;;;;;;
Totaal mannen en vrouwen;Totaal;GM1652;Gemert-Bakel;1997JJ00;1997;27026; 27140.5;;;;;;;;;;GM1652;Gemert-Bakel;1997JJ00;1997;130802;;;;;;;;;;;
Totaal mannen en vrouwen;Totaal;GM1652;Gemert-Bakel;1998JJ00;1998;27255; 27309.0;;;;;;;;;;GM1652;Gemert-Bakel;1998JJ00;1998;147853;;;;;;;;;;;
Totaal mannen en vrouwen;Totaal;GM1652;Gemert-Bakel;1999JJ00;1999;27363; 27431.0;;;;;;;;;;GM1652;Gemert-Bakel;1999JJ00;1999;168203;;;;;;;;;;;
Totaal mannen en vrouwen;Totaal;GM1652;Gemert-Bakel;2000JJ00;2000;27499; 27591.0;;;;;;;;;;GM1652;Gemert-Bakel;2000JJ00;2000;198386;;;;;;;;;;;
Totaal mannen en vrouwen;Totaal;GM1652;Gemert-Bakel;2001JJ00;2001;27683; 27706.0;;;;;;;;;;GM1652;Gemert-Bakel;2001JJ00;2001;216471;;;;;;;;;;;
Totaal mannen en vrouwen;Totaal;GM1652;Gemert-Bakel;2002JJ00;2002;27729; 27772.5;;;;;;;;;;GM1652;Gemert-Bakel;2002JJ00;2002;235528;;;;;;;;;;;
Totaal mannen en vrouwen;Totaal;GM1652;Gemert-Bakel;2003JJ00;2003;27816; 27828.5;;;;;;;;;;GM1652;Gemert-Bakel;2003JJ00;2003;254611;;;;;;;;;;;
Totaal mannen en vrouwen;Totaal;GM1652;Gemert-Bakel;2004JJ00;2004;27841; 27861.5;;;;;;;;;;GM1652;Gemert-Bakel;2004JJ00;2004;264329;;;;;;;;;;;
Totaal mannen en vrouwen;Totaal;GM1652;Gemert-Bakel;2005JJ00;2005;27882; 27897.5;;;;;;;;;;GM1652;Gemert-Bakel;2005JJ00;2005;260513;;;;;;;;;;;
Totaal mannen en vrouwen;Totaal;GM1652;Gemert-Bakel;2006JJ00;2006;27913; 27901.5;;;;;;;;;;GM1652;Gemert-Bakel;2006JJ00;2006;263797;;;;;;;;;;;
Totaal mannen en vrouwen;Totaal;GM1652;Gemert-Bakel;2007JJ00;2007;27890; 27996.5;;;;;;;;;;GM1652;Gemert-Bakel;2007JJ00;2007;295184;;;;;;;;;;;
Totaal mannen en vrouwen;Totaal;GM1652;Gemert-Bakel;2008JJ00;2008;28103; 28305.5;;;;;;;;;;GM1652;Gemert-Bakel;2008JJ00;2008;284126;;;;;;;;;;;
Totaal mannen en vrouwen;Totaal;GM1652;Gemert-Bakel;2009JJ00;2009;28508; 28635.5;;;;;;;;;;GM1652;Gemert-Bakel;2009JJ00;2009;282423;;;;;;;;;;;
Totaal mannen en vrouwen;Totaal;GM1652;Gemert-Bakel;2010JJ00;2010;28763; 28834.5;Totaal mannen en vrouwen;Totaal;GM1652;Gemert-Bakel;2010JJ00;2010;1145;735;811;GM1652;Gemert-Bakel;2010JJ00;2010;250745;;;;;;;;;;;
Totaal mannen en vrouwen;Totaal;GM1652;Gemert-Bakel;2011JJ00;2011;28906; 28973.5;Totaal mannen en vrouwen;Totaal;GM1652;Gemert-Bakel;2011JJ00;2011;1174;790;783;GM1652;Gemert-Bakel;2011JJ00;2011;260695;;;;;;;;;;;
Totaal mannen en vrouwen;Totaal;GM1652;Gemert-Bakel;2012JJ00;2012;29041; 29071.0;Totaal mannen en vrouwen;Totaal;GM1652;Gemert-Bakel;2012JJ00;2012;1162;804;874;GM1652;Gemert-Bakel;2012JJ00;2012;251786;Woning;GM1652;Gemert-Bakel;2012JJ00;2012;11772;90;15;-1;270;12042
Totaal mannen en vrouwen;Totaal;GM1652;Gemert-Bakel;2013JJ00;2013;29101; 29208.0;Totaal mannen en vrouwen;Totaal;GM1652;Gemert-Bakel;2013JJ00;2013;1155;859;831;GM1652;Gemert-Bakel;2013JJ00;2013;258225;Woning;GM1652;Gemert-Bakel;2013JJ00;2013;12042;157;6;15;182;12224
Totaal mannen en vrouwen;Totaal;GM1652;Gemert-Bakel;2014JJ00;2014;29315; 29414.0;Totaal mannen en vrouwen;Totaal;GM1652;Gemert-Bakel;2014JJ00;2014;1243;913;928;GM1652;Gemert-Bakel;2014JJ00;2014;237576;Woning;GM1652;Gemert-Bakel;2014JJ00;2014;12224;79;5;2;110;12334
Totaal mannen en vrouwen;Totaal;GM1652;Gemert-Bakel;2015JJ00;2015;29513; 29580.0;Totaal mannen en vrouwen;Totaal;GM1652;Gemert-Bakel;2015JJ00;2015;1358;960;994;GM1652;Gemert-Bakel;2015JJ00;2015;249418;Woning;GM1652;Gemert-Bakel;2015JJ00;2015;12334;112;13;5;117;12451
Totaal mannen en vrouwen;Totaal;GM1652;Gemert-Bakel;2016JJ00;2016;29647; 29835.5;Totaal mannen en vrouwen;Totaal;GM1652;Gemert-Bakel;2016JJ00;2016;1527;1131;940;GM1652;Gemert-Bakel;2016JJ00;2016;252443;Woning;GM1652;Gemert-Bakel;2016JJ00;2016;12451;155;18;1;146;12597
Totaal mannen en vrouwen;Totaal;GM1652;Gemert-Bakel;2017JJ00;2017;30024; 30182.0;Totaal mannen en vrouwen;Totaal;GM1652;Gemert-Bakel;2017JJ00;2017;1696;1291;1138;GM1652;Gemert-Bakel;2017JJ00;2017;272189;Woning;GM1652;Gemert-Bakel;2017JJ00;2017;12597;89;22;0;86;12683
Totaal mannen en vrouwen;Totaal;GM1652;Gemert-Bakel;2018JJ00;2018;30340; 30393.5;Totaal mannen en vrouwen;Totaal;GM1652;Gemert-Bakel;2018JJ00;2018;1484;1075;1054;GM1652;Gemert-Bakel;2018JJ00;2018;297796;Woning;GM1652;Gemert-Bakel;2018JJ00;2018;12683;79;10;2;71;12754
Totaal mannen en vrouwen;Totaal;GM1652;Gemert-Bakel;2019JJ00;2019;30447; 30585.0;Totaal mannen en vrouwen;Totaal;GM1652;Gemert-Bakel;2019JJ00;2019;1626;1138;990;GM1652;Gemert-Bakel;2019JJ00;2019;305286;Woning;GM1652;Gemert-Bakel;2019JJ00;2019;12754;189;18;2;-119;12635
Totaal mannen en vrouwen;Totaal;GM1652;Gemert-Bakel;2020JJ00;2020;30723; 30741.5;Totaal mannen en vrouwen;Totaal;GM1652;Gemert-Bakel;2020JJ00;2020;1434;1040;1041;GM1652;Gemert-Bakel;2020JJ00;2020;354070;Woning;GM1652;Gemert-Bakel;2020JJ00;2020;12635;100;54;0;14;12649
Totaal mannen en vrouwen;Totaal;GM1652;Gemert-Bakel;2021JJ00;2021;30760; 30900.0;Totaal mannen en vrouwen;Totaal;GM1652;Gemert-Bakel;2021JJ00;2021;1368;1187;1035;GM1652;Gemert-Bakel;2021JJ00;2021;397333;Woning;GM1652;Gemert-Bakel;2021JJ00;2021;12649;187;13;1;210;12859
Totaal mannen en vrouwen;Totaal;GM0237;Gendringen;1995JJ00;1995;20733; 20737.0;;;;;;;;;;GM0237;Gendringen;1995JJ00;1995;91095;;;;;;;;;;;
Totaal mannen en vrouwen;Totaal;GM0237;Gendringen;1996JJ00;1996;20741; 20690.0;;;;;;;;;;GM0237;Gendringen;1996JJ00;1996;108513;;;;;;;;;;;
Totaal mannen en vrouwen;Totaal;GM0237;Gendringen;1997JJ00;1997;20639; 20638.5;;;;;;;;;;GM0237;Gendringen;1997JJ00;1997;115170;;;;;;;;;;;
Totaal mannen en vrouwen;Totaal;GM0237;Gendringen;1998JJ00;1998;20638; 20701.0;;;;;;;;;;GM0237;Gendringen;1998JJ00;1998;123926;;;;;;;;;;;
Totaal mannen en vrouwen;Totaal;GM0237;Gendringen;1999JJ00;1999;20764; 20816.5;;;;;;;;;;GM0237;Gendringen;1999JJ00;1999;147641;;;;;;;;;;;
Totaal mannen en vrouwen;Totaal;GM0237;Gendringen;2000JJ00;2000;20869; 20901.5;;;;;;;;;;GM0237;Gendringen;2000JJ00;2000;167360;;;;;;;;;;;
Totaal mannen en vrouwen;Totaal;GM0237;Gendringen;2001JJ00;2001;20934; 20983.5;;;;;;;;;;GM0237;Gendringen;2001JJ00;2001;208112;;;;;;;;;;;
Totaal mannen en vrouwen;Totaal;GM0237;Gendringen;2002JJ00;2002;21033; 21004.5;;;;;;;;;;GM0237;Gendringen;2002JJ00;2002;204722;;;;;;;;;;;
Totaal mannen en vrouwen;Totaal;GM0237;Gendringen;2003JJ00;2003;20976; 20911.0;;;;;;;;;;GM0237;Gendringen;2003JJ00;2003;213695;;;;;;;;;;;
Totaal mannen en vrouwen;Totaal;GM0237;Gendringen;2004JJ00;2004;20846; 20869.0;;;;;;;;;;GM0237;Gendringen;2004JJ00;2004;211794;;;;;;;;;;;
Totaal mannen en vrouwen;Totaal;GM0237;Gendringen;2005JJ00;2005;;;;;;;;;;;;GM0237;Gendringen;2005JJ00;2005;;;;;;;;;;;;
Totaal mannen en vrouwen;Totaal;GM0237;Gendringen;2006JJ00;2006;;;;;;;;;;;;GM0237;Gendringen;2006JJ00;2006;;;;;;;;;;;;
Totaal mannen en vrouwen;Totaal;GM0237;Gendringen;2007JJ00;2007;;;;;;;;;;;;GM0237;Gendringen;2007JJ00;2007;;;;;;;;;;;;
Totaal mannen en vrouwen;Totaal;GM0237;Gendringen;2008JJ00;2008;;;;;;;;;;;;GM0237;Gendringen;2008JJ00;2008;;;;;;;;;;;;
Totaal mannen en vrouwen;Totaal;GM0237;Gendringen;2009JJ00;2009;;;;;;;;;;;;GM0237;Gendringen;2009JJ00;2009;;;;;;;;;;;;
Totaal mannen en vrouwen;Totaal;GM0237;Gendringen;2010JJ00;2010;;;;;;;;;;;;GM0237;Gendringen;2010JJ00;2010;;;;;;;;;;;;
Totaal mannen en vrouwen;Totaal;GM0237;Gendringen;2011JJ00;2011;;;;;;;;;;;;GM0237;Gendringen;2011JJ00;2011;;;;;;;;;;;;
Totaal mannen en vrouwen;Totaal;GM0237;Gendringen;2012JJ00;2012;;;;;;;;;;;;GM0237;Gendringen;2012JJ00;2012;;;;;;;;;;;;
Totaal mannen en vrouwen;Totaal;GM0237;Gendringen;2013JJ00;2013;;;;;;;;;;;;GM0237;Gendringen;2013JJ00;2013;;;;;;;;;;;;
Totaal mannen en vrouwen;Totaal;GM0237;Gendringen;2014JJ00;2014;;;;;;;;;;;;GM0237;Gendringen;2014JJ00;2014;;;;;;;;;;;;
Totaal mannen en vrouwen;Totaal;GM0237;Gendringen;2015JJ00;2015;;;;;;;;;;;;GM0237;Gendringen;2015JJ00;2015;;;;;;;;;;;;
Totaal mannen en vrouwen;Totaal;GM0237;Gendringen;2016JJ00;2016;;;;;;;;;;;;GM0237;Gendringen;2016JJ00;2016;;;;;;;;;;;;
Totaal mannen en vrouwen;Totaal;GM0237;Gendringen;2017JJ00;2017;;;;;;;;;;;;GM0237;Gendringen;2017JJ00;2017;;;;;;;;;;;;
Totaal mannen en vrouwen;Totaal;GM0237;Gendringen;2018JJ00;2018;;;;;;;;;;;;GM0237;Gendringen;2018JJ00;2018;;;;;;;;;;;;
Totaal mannen en vrouwen;Totaal;GM0237;Gendringen;2019JJ00;2019;;;;;;;;;;;;GM0237;Gendringen;2019JJ00;2019;;;;;;;;;;;;
Totaal mannen en vrouwen;Totaal;GM0237;Gendringen;2020JJ00;2020;;;;;;;;;;;;GM0237;Gendringen;2020JJ00;2020;;;;;;;;;;;;
Totaal mannen en vrouwen;Totaal;GM0237;Gendringen;2021JJ00;2021;;;;;;;;;;;;GM0237;Gendringen;2021JJ00;2021;;;;;;;;;;;;
Totaal mannen en vrouwen;Totaal;GM0238;Gendt;1995JJ00;1995;7031;  7081.0;;;;;;;;;;GM0238;Gendt;1995JJ00;1995;94960;;;;;;;;;;;
Totaal mannen en vrouwen;Totaal;GM0238;Gendt;1996JJ00;1996;7131;  7162.0;;;;;;;;;;GM0238;Gendt;1996JJ00;1996;119656;;;;;;;;;;;
Totaal mannen en vrouwen;Totaal;GM0238;Gendt;1997JJ00;1997;7193;  7205.0;;;;;;;;;;GM0238;Gendt;1997JJ00;1997;133057;;;;;;;;;;;
Totaal mannen en vrouwen;Totaal;GM0238;Gendt;1998JJ00;1998;7217;  7206.5;;;;;;;;;;GM0238;Gendt;1998JJ00;1998;121156;;;;;;;;;;;
Totaal mannen en vrouwen;Totaal;GM0238;Gendt;1999JJ00;1999;7196;  7217.5;;;;;;;;;;GM0238;Gendt;1999JJ00;1999;162982;;;;;;;;;;;
Totaal mannen en vrouwen;Totaal;GM0238;Gendt;2000JJ00;2000;7239;  7262.5;;;;;;;;;;GM0238;Gendt;2000JJ00;2000;193551;;;;;;;;;;;
Totaal mannen en vrouwen;Totaal;GM0238;Gendt;2001JJ00;2001;;;;;;;;;;;;GM0238;Gendt;2001JJ00;2001;;;;;;;;;;;;
Totaal mannen en vrouwen;Totaal;GM0238;Gendt;2002JJ00;2002;;;;;;;;;;;;GM0238;Gendt;2002JJ00;2002;;;;;;;;;;;;
Totaal mannen en vrouwen;Totaal;GM0238;Gendt;2003JJ00;2003;;;;;;;;;;;;GM0238;Gendt;2003JJ00;2003;;;;;;;;;;;;
Totaal mannen en vrouwen;Totaal;GM0238;Gendt;2004JJ00;2004;;;;;;;;;;;;GM0238;Gendt;2004JJ00;2004;;;;;;;;;;;;
Totaal mannen en vrouwen;Totaal;GM0238;Gendt;2005JJ00;2005;;;;;;;;;;;;GM0238;Gendt;2005JJ00;2005;;;;;;;;;;;;
Totaal mannen en vrouwen;Totaal;GM0238;Gendt;2006JJ00;2006;;;;;;;;;;;;GM0238;Gendt;2006JJ00;2006;;;;;;;;;;;;
Totaal mannen en vrouwen;Totaal;GM0238;Gendt;2007JJ00;2007;;;;;;;;;;;;GM0238;Gendt;2007JJ00;2007;;;;;;;;;;;;
Totaal mannen en vrouwen;Totaal;GM0238;Gendt;2008JJ00;2008;;;;;;;;;;;;GM0238;Gendt;2008JJ00;2008;;;;;;;;;;;;
Totaal mannen en vrouwen;Totaal;GM0238;Gendt;2009JJ00;2009;;;;;;;;;;;;GM0238;Gendt;2009JJ00;2009;;;;;;;;;;;;
Totaal mannen en vrouwen;Totaal;GM0238;Gendt;2010JJ00;2010;;;;;;;;;;;;GM0238;Gendt;2010JJ00;2010;;;;;;;;;;;;
Totaal mannen en vrouwen;Totaal;GM0238;Gendt;2011JJ00;2011;;;;;;;;;;;;GM0238;Gendt;2011JJ00;2011;;;;;;;;;;;;
Totaal mannen en vrouwen;Totaal;GM0238;Gendt;2012JJ00;2012;;;;;;;;;;;;GM0238;Gendt;2012JJ00;2012;;;;;;;;;;;;
Totaal mannen en vrouwen;Totaal;GM0238;Gendt;2013JJ00;2013;;;;;;;;;;;;GM0238;Gendt;2013JJ00;2013;;;;;;;;;;;;
Totaal mannen en vrouwen;Totaal;GM0238;Gendt;2014JJ00;2014;;;;;;;;;;;;GM0238;Gendt;2014JJ00;2014;;;;;;;;;;;;
Totaal mannen en vrouwen;Totaal;GM0238;Gendt;2015JJ00;2015;;;;;;;;;;;;GM0238;Gendt;2015JJ00;2015;;;;;;;;;;;;
Totaal mannen en vrouwen;Totaal;GM0238;Gendt;2016JJ00;2016;;;;;;;;;;;;GM0238;Gendt;2016JJ00;2016;;;;;;;;;;;;
Totaal mannen en vrouwen;Totaal;GM0238;Gendt;2017JJ00;2017;;;;;;;;;;;;GM0238;Gendt;2017JJ00;2017;;;;;;;;;;;;
Totaal mannen en vrouwen;Totaal;GM0238;Gendt;2018JJ00;2018;;;;;;;;;;;;GM0238;Gendt;2018JJ00;2018;;;;;;;;;;;;
Totaal mannen en vrouwen;Totaal;GM0238;Gendt;2019JJ00;2019;;;;;;;;;;;;GM0238;Gendt;2019JJ00;2019;;;;;;;;;;;;
Totaal mannen en vrouwen;Totaal;GM0238;Gendt;2020JJ00;2020;;;;;;;;;;;;GM0238;Gendt;2020JJ00;2020;;;;;;;;;;;;
Totaal mannen en vrouwen;Totaal;GM0238;Gendt;2021JJ00;2021;;;;;;;;;;;;GM0238;Gendt;2021JJ00;2021;;;;;;;;;;;;
Totaal mannen en vrouwen;Totaal;GM0154;Genemuiden;1995JJ00;1995;8356;  8421.5;;;;;;;;;;GM0154;Genemuiden;1995JJ00;1995;64380;;;;;;;;;;;
Totaal mannen en vrouwen;Totaal;GM0154;Genemuiden;1996JJ00;1996;8487;  8548.5;;;;;;;;;;GM0154;Genemuiden;1996JJ00;1996;71405;;;;;;;;;;;
Totaal mannen en vrouwen;Totaal;GM0154;Genemuiden;1997JJ00;1997;8610;  8678.5;;;;;;;;;;GM0154;Genemuiden;1997JJ00;1997;85235;;;;;;;;;;;
Totaal mannen en vrouwen;Totaal;GM0154;Genemuiden;1998JJ00;1998;8747;  8833.5;;;;;;;;;;GM0154;Genemuiden;1998JJ00;1998;86164;;;;;;;;;;;
Totaal mannen en vrouwen;Totaal;GM0154;Genemuiden;1999JJ00;1999;8920;  9048.0;;;;;;;;;;GM0154;Genemuiden;1999JJ00;1999;104459;;;;;;;;;;;
Totaal mannen en vrouwen;Totaal;GM0154;Genemuiden;2000JJ00;2000;9176;  9323.5;;;;;;;;;;GM0154;Genemuiden;2000JJ00;2000;126086;;;;;;;;;;;
Totaal mannen en vrouwen;Totaal;GM0154;Genemuiden;2001JJ00;2001;;;;;;;;;;;;GM0154;Genemuiden;2001JJ00;2001;;;;;;;;;;;;
Totaal mannen en vrouwen;Totaal;GM0154;Genemuiden;2002JJ00;2002;;;;;;;;;;;;GM0154;Genemuiden;2002JJ00;2002;;;;;;;;;;;;
Totaal mannen en vrouwen;Totaal;GM0154;Genemuiden;2003JJ00;2003;;;;;;;;;;;;GM0154;Genemuiden;2003JJ00;2003;;;;;;;;;;;;
Totaal mannen en vrouwen;Totaal;GM0154;Genemuiden;2004JJ00;2004;;;;;;;;;;;;GM0154;Genemuiden;2004JJ00;2004;;;;;;;;;;;;
Totaal mannen en vrouwen;Totaal;GM0154;Genemuiden;2005JJ00;2005;;;;;;;;;;;;GM0154;Genemuiden;2005JJ00;2005;;;;;;;;;;;;
Totaal mannen en vrouwen;Totaal;GM0154;Genemuiden;2006JJ00;2006;;;;;;;;;;;;GM0154;Genemuiden;2006JJ00;2006;;;;;;;;;;;;
Totaal mannen en vrouwen;Totaal;GM0154;Genemuiden;2007JJ00;2007;;;;;;;;;;;;GM0154;Genemuiden;2007JJ00;2007;;;;;;;;;;;;
Totaal mannen en vrouwen;Totaal;GM0154;Genemuiden;2008JJ00;2008;;;;;;;;;;;;GM0154;Genemuiden;2008JJ00;2008;;;;;;;;;;;;
Totaal mannen en vrouwen;Totaal;GM0154;Genemuiden;2009JJ00;2009;;;;;;;;;;;;GM0154;Genemuiden;2009JJ00;2009;;;;;;;;;;;;
Totaal mannen en vrouwen;Totaal;GM0154;Genemuiden;2010JJ00;2010;;;;;;;;;;;;GM0154;Genemuiden;2010JJ00;2010;;;;;;;;;;;;
